authors,text
2,"FYIYesterday, Sunday the 24th, one of our gas controllers was stuck in an elevator for approximately 5 hours. Apparently the alarm and the intercom were not functioning and she had no way of notifying anyone that she was stuck between the 39th floor and the plaza. After other dispatchers became concerned about her being missing and searched for her, it was 2 hours before they determined she was stuck in an elevator. It then took another 3 hours to repair the elevator and get her out. We were advised by one of the guards that the weekly test and inspection of the intercoms was not performed on Saturday, as scheduled. Evidentially the level of maintenance and monitoring of the elevators has recently changed."
2, 
2,Ricki - would you please:1. Make reservations at 11:45 on Thurs for Judy Johnson & I at Duck & Co in Hyatt
2,Please pick one up at lunch.
2,"Subject: Sleeping BagQ,"
2,I don't plan to attend the NNG customer accts meeting 
2,Subject:FW: NNG Customer Accounts Meeting - RESCHEDULEDShould I free up this time on your calendar?
2,Subject:RE: NNG Customer Accounts Meeting - RESCHEDULEDI moved this meeting date to avoid potential conflicts with people being out the office on Good Friday.  Dynegy will be represented in this meeting so please come prepared to explain any issues or variances.
2,"Subject:NNG Customer Accounts Meeting - RESCHEDULEDThe NNG Customer Accounts Meeting scheduled Friday, March 22 has been moved to:Thursday, March 28th"
2,Thanks for the info
2,"Subject: Fw: [Kidsavefriends] new location in Moscow for adoptions atembassy, new rules"
2,"Subject: [Kidsavefriends] new location in Moscow for adoptions at embassy,new rules"
2,"Rod,"
2,"Subject: RE: Restated 2002 CAPEX PlanDon,"
2,http://cips.ferc.fed.us/Q/CIPS/GAS/TM/TM996-29.00E.TXT
2,Saturday night sounds good.  My sister will be here!Things are going fine at home...but we'll be happy to have Kim home!
2,"Subject: Weekend PlansAlthough it is only Tuesday, I am already trying to plan for the weekend."
2,"Jennie,I made it home last night, but have been unsuccessful in resolving Kim & Alina's travel arrangements.  I have only been able to get the answering machine at your office this morning."
2,"Here is 1997-2000 TW Transportation Revenue by Contract, Sorted by Contract Expiration Date.  To get a breakdown of long-term/short-term, for each year I would include contracts that expire within the next year & IT as short term, with the remainder as LT.  For example, for 1997, I'd say that the revenues from contracts that expire on or before 12/31/98 + IT make up the short term revenues."
2,Subject:FW: Additional TW information requestDo you know where I might be able to get this kind of information?
2,Subject:FW: Additional TW information requestTracy:  I need your help.    They don't quite understand the business but we need to be able to break the variouss vol;umes aprt to be able to get this moving.
2,"Subject:Additional TW information requestRod,"
2,"Yes,  I volunteered to continue to keep up the flower beds again this year.  I was planning to pick up some flowers early Sat. morning at plant at the church.  If you want to meet me there around 8:30 AM or so that would be great (but please don't feel obligated).  I think we could get the planting done in about an hour.Congrats to you on your recent wedding.  I am so thrilled for you both."
2,See you soon!--------------------------
2,Is the system running ok this morning?--------------------------
2,Ricki - I don't yet have answers back to many of the questions that I pitched to HR and Lynn and Donna are out -- so could you see about the possibility of moving our staff meeting to tomorrow afternoon?
2,Congrats to you. 
2,"Subject:PromotionIt hasn't been announced yet, but to keep you informed, I have been promoted to Director effective 02/01. I received the official word this morning. Apparently a memo will go out shortly with several promotions listed. There aren't any planned organizational changes, just a title change."
2,"Hi Bev,Just checking in.  What is the latest on your travel time frame?  Hope everything is moving quickly ahead for you."
2,Please set something up--------------------------
2,Subject: Meeting with Don Hawkins and Sarabeth Smith re: CitizensShelly:
2,My thought is that the Enron contract is probably going away anyhow so that it makes sense to set this up for Jan 1.  I think the charges should be recorded to the balancing tools account.   
2,Subject:Gas Daily TableImportance:High
2, Fuel is retained in kind from the shippers.   --------------------------
2,Here is my two cents...From your message I understand that the tree trunk is entirely on our property and branches
2,"Galen/Jim,Thanks for the info.  I have been building spreadsheet cases all day.   FYI - majority/minority isn't driven by the number of shippers, its driven by the volume.  I made the appropriate changes on Galen's spreadsheet."
2,Either Galen or Jim Studebaker.  I'll check with Sheila.   
2,Subject:RE: Gas Daily TableI'll go ahead and sign up. I just left a message for my contact at Platts to get information on the registration process.  Do you think Galen Coon should be the designeated user since he handles the weekly postings and accounting of imbalance invoices?
2,Subject:RE: Gas Daily TableMy thought is that the Enron contract is probably going away anyhow so that it makes sense to set this up for Jan 1.  I think the charges should be recorded to the balancing tools account.
2,Subject:Gas Daily TableImportance:High
2,FYI Regarding Mn EC Closing.I really enjoyed our talk last night.  You gave me some really good advice.
2,Subject: Closing of ENNEC DepartmentImportance: High
2,"Both Kim's parents & my mom will be at the house on Christmas eve/Christmas day -- so I think they'll eat their Christmas meal at our house.  I'm sure that Kim, Chad, Mom and Nevin would appreciate a Christmas evening dessert invite.  You can coordinate when you see them for Mexican food on Sat. night.Have fun at the violin concert."
2,"Subject: CountdownHi. Just checking into see how you are doing. As you know, other than"
2," From: Stern, Ellis"
2,Subject:RE: Meas. MeetingShelley:
2,Subject:FW: Meas. MeetingEllis/Gary
2,"Subject:Meas. MeetingReminder, the meeting to discuss the Alliant measurement issue is at 3:30 Monday in 49c2. sj"
2, Revised presentation for the meeting this afternoon
2,"Boy do I have a lot to fill you in on job wise.  Here is the short version.  Yes I have a new job.  But, surprise, it's still at Enron.  I am just swamped and will not have the 2 weeks off I expected so there is definitely no weekday San Marcos trip in my future.We have no plans for Easter -- other than the fact that Alina is scheduled to be baptized at 8:30 AM church.  The Plaza/Houston/Met clubs have an Easter brunch that looks like it could be fun.  On the other hand we could just relax pool side.  We'd love to spend the day with you and gimpy.  Just let me know your leisure preferences."
2,Subject: Hi. How was your weekend? I hope you had a nice visit with your guests.
2,FYI 
2,Subject:Citizen's request to terminate agency agreement with ENAWe received a request from Citizens Communications Company immediately terminating their agency agreement with ENA for the following TW contracts
2,"Kim,My nonstop direct from Houston cleared for tomorrow (4:40 PM).  The only catch is that I have to go to the airport this afternoon to change my tickets.  My return back from Moscow on the 30th also cleared.   I am still waitlisted for a return flight from Almaty on the 23rd."
2,"FYIWhile I have been periodically giving updates on the above max rate capacity release activity, I was surprised by the magnitude of the PG&E value above max. rates."
2,Great!
2,"Subject: FPL CashFYI - FPL conducted a ""test"" wire yesterday and successfully sent a penny to our new Citibank account.  We should not have to worry about half of FGT's cash coming in today..."
2, ?052400NHO
2, Here is the presentation for the 2:30 meeting today
2,No material impact .  The filing concerns various scheduling and balancing rules.--------------------------
2,"Hi,Sorry I didn't get back to you yesterday.  Chad had soccer practice last night & I have something I must do tonight.  I'm taking the day off tomorrow.  Would there be a good time to visit tomorrow?  When is Tom home from school - so he and Chad could play.  Or, if you'd rather, I'd be happy to sit with Kathleen or the kids anytime this weekend."
2,"Jeffri,I have received the revised W-2 forms from Enron that increases my reported income to reflect my non-eligibility to participate in the dependent daycare spending accounts.  (See letter in the package of information that I previously delivered to you).  Evidently Enron failed the test for providing dependent day care benefits to highly compensated employees.  I will fedex the revised W-2 forms to you."
2," From: Nicolay, Christi L."
2,Subject:Kate MacDougall12602 Kingsride
2,Sorry I missed your call last night.  I had a good cry and went to bed early.
2,"I am looking for a way to assist a co-worker that is under stress with a wife with health problems, a baby and two other children at home.  I am interested in getting details about how I might pre-pay for a two-week personal chef service.  Could you give me a quote on two-week service to this family located in the Copperfield area?"
2,I have rates and capacity utilization info ready.  I'll call you whan I get to the office.--------------------------
2,There was no attachment 
2,"Subject:Danny's Planning meeting Oct 3,  9-11am EB1336This is to review what will be reviewed with Stan on the 12th.   cvb"
2,Please also put all this data with the weekly calendar=20
2,Subject: FW: Add'l Roundtable materials
2,Subject:        Add'l Roundtable materials=20Please find attached three background documents for discussion at next Mond=
2,I can do any of these dates.  If we go to lunch on Feb 19 -- then my sister will be along with us. 
2,Subject:lunchRosemary and Shelley:
2,"Alma/Lisa,I need to know what the ramifications are of canceling/postponing tomorrow's party.  What will lose?  What have we not paid back?"
2,"Suzanne,"
2,"I thought you'd get a chuckle out of the email below -- especially the part where he copied Stan.This is some unsolicited feedback I received on the presentation I gave to Phil's staff.  I'm not quite sure what to make of the fact that he was ""sold"" on my seriousness.  Evidentally there was some issue......"
2,Subject:Feedback on PresentationShelley . . .
2,Sounds good.  Is Marion comfortable with the plan?
2,Subject: Cash flow analysis meetingResults of Monday meeting:
2,  
2,Subject:Announcement for your ReviewImportance:High
2,Ok I'm thru with appointment and am on my way in--------------------------
2,Florida is great.  We have been on the go all day and its been after business hours when I've gotten back to the house so I didn't get to talk to you.  But I have been reading my emails along the way and know about all the meetings next week.  And we can send out an email on our staff meeting on Monday.Disney was great and I've been to 8 baseball games. Today we're going to an Astros practice and then we catch our flight home.
2,"Caroline - I think you captured the right projects, but please look at the bottom line on total reductions.  You show $3 Million in savings.  I think that the schedule should reflect over $6 million of reductions from the original cap. budget.In my mind there is still a question on whether the meter bounce and PNR projects should be included."
2,Subject:Revised 2002 Gas Logistics Capital BudgetPlease see attached.  On the Rates & Revenue I have everyone paying up their share of the base.   Cvb
2,Great! I will review them on Monday no need to send to FL.--------------------------
2,I agree with your strategy 
2,"Subject:GISB RatificationShelley,"
2,Yes Thank You -  The Home Study arrived yesterday in the mail and I'm shipping it off to the INS today.
2,"Subject: Checking InShelley,"
2,Ok--------------------------
2,Please add John Baily to my contact list
2,Publish away! 
2,Subject:FW: Congreso paperImportance:High
2,Subject:Congreso paperImportance:High
2,We received our INS approval today and will overnight thr notarized version to Ginger Monday.  So it is all in Ginger's hands now.                            Shelley--------------------------
2,Terrific.  I called to let Kim know.  They will be leaving in just a few hours.  One last item.  Can you make them a reservation on this flight.  Kim will purchase the tickets at the Dallas Airport.
2,Subject: TRAVEL ON                       AFTER HOURS: 800-366-2100 REFERENCE: 16XL
2,Sorry we were unable to have a staff meeting this morning.  I would like to have a brief (1 hr) staff meeting tomorrow or Friday instead.  Please let Ricki know about your availability.I will be out of the office next Tuesday morning.  In my absence I have asked Mike Bryant to sit in on Stan's staff meeting and Steve January to sit in on Dan Dienstbier's meeting (both moved to Tues. due to President's Day holiday).   Please see that the normal Monday morning updates are set to these folks.
2,Let's see if Sheila can attend too
2,Thanks.  I'll keep you posted.
2,Subject: vbs rsvpHi Shelley:
2,I'll be in this afternoon and will give you a call--------------------------
2,Thanks for talking to Ange.  I'll give her a call tonight.My preference is for me to take 3/17; you to take 3/24 (I'll have company); and no children's church on Easter.  Let me know what you think.
2,Do you have a few minutes to meet this morning? 
2,Subject:RE: Payroll IssuesThank you.
2,Subject:RE: Payroll IssuesThanks.  You are the best!
2,"Subject:FW: Payroll IssuesPlease process the following changes for Shelley Corman, P500553."
2,Thanks for your kind words.  I also wanted to thank you for your flexibility in covering both the gas control desks and the measurement desk.--------------------------
2,Just got off the phone with Jennie and I know you already talked to her. My direct flight tomorrow cleared so I plan on taking it.  I will pray really hard that you can join me on the 20th & then we can spend some of our waiting time together.
2,Sorry for the unfriendly greeting in the lobby.  I just had my head in the clouds.  Have a great evening!--------------------------
2,Rick - Stan has announced that there is a hiring freeze in effect.  We will not be permitted to fill this position without making a special appeal to Stan.  Couple this with the fact that I need to present to Danny/Stan a proposal on how we can trim our 2002 O&M and I'm not inclined to make such a pick.   Lets talk about how we can redeploy our current resources to cover....I especially want to talk about how we pick use the accounting coordinators in an expanded role.
2,Subject: FYI - NBPL Move
2,I was referring to the fact that Bearpaw is an actual marketing affiliate of NNG and is posted as such on the website.  Bearpaw has a transport contract on NNG. 
2,"Subject:Bearpaw Marketing AffiliateI want to clarify something from our Reg Roundtable earlier today. Bearpaw is currently a ""potential marketing affiliate"" of NBPL, and so far has not  crossed the line to actually trigger an event that would make them a full fledged MA. We are careful not to trigger such an event. Bearpaw may be a MA of NNG due to some contract activity on NNG, but that is not a problem for NBPL. Shelly, if you see it differently, please let me know."
2,it is on espn so that won't work.  if i was you i just wouldn't go.  just hit the dinner. 
2,Subject:RE:it is going to be a very good series. i'm nervous already. i am going tomiss game 1 because Mary's graduation is at 5 on saturday. i may bring a
2,Subject:do you like the avs chances?  i think it should be an awesome series.
2,means i could be tired afterwards. 
2,Subject:RE:what does running have to do with going out?
2,Subject: RE:i might.  i need to go running or something.
2,"Subject:  RE:   no, i have to run some errands after work.  are you?"
2,Subject: RE:   you partying tonight?
2,Subject:  RE:      cool.
2,Subject: RE:      it was good.  had some good meetings and stuff like that.  didn't
2,what are you going to dc for?
2,no.  i got her number though.  i want to hook up with that girl paige in the brown leather jacket.  what happened to you?  i had a blast that night. 
2,Subject:did you hook up with that blonde chick saturday night?
2,http://www.bonniebernstein.freeservers.com/  this is the site and she doesn't look like a man.  danm it.
2,"Subject:RE:yes, you have to type in her name where it says search and then her sitewill come up.  it is definitely her b/c that picture you sent me is on it."
2,Subject: RE:are you sure you are looking at the correct one b/c i don't see her on
2,"Subject:  RE:   i just searched for her on yahoo.com and a site came up with a bunch of   pictures of her.  gross, gross, gross."
2,Subject: RE:   where did you look her up?  i dont know what you are talking about b/c
2,Subject:  RE:      that may not be a good picture but i just looked her up and saw a   bunch
2,Subject: RE:      she isn't gross .  she is hot.  you need to see her on tv.  like i
2,"Subject:  RE:         she's gross, thanks a lot.  i look better than her."
2,Subject: RE:         http://cbs.sportsline.com/u/chat/2000/cbs/bernstein112000.htm
2,Subject:  RE:            what are you talking about??
2,Subject: RE:            if you act enthusiastic(sp?) then you'll be enthusiastic(sp?)!
2,Subject:  RE:                now you're supposed to tell me how excited you are.
2,Subject: RE:               good.  that is what i like to hear.
2,"Subject:  RE:                  i mean, that sounds great, i can't wait!"
2,Subject: RE:                  what do you mean you guess?
2,Subject:  RE:                     fine i guess
2,Subject: RE:                     7:30-8.  how does that sound?
2,"Subject:  RE:                        i don't know, you tell me."
2,Subject: RE:                        what time you coming over
2,Subject:  RE:                           i don't think so.
2,Subject: RE:                           if you win lets go to applebys and if i win lets
2,Subject:  RE:                              nice analogy but i will win this bet so start         thinking
2,Subject: RE:                              i don't think so.  sometimes the sun shines
2,what are you doing at work so early?  i am already pumped to go out this weekend.  fri was bad for susan and eric.  they were the only one doing shots.  everyone else was fairly sober and just hanging out.  it was pretty discusting.  let's hit the town this weekend.  maybe even thurs.  how was dc?  i heard that place is a blast.
2,i was going to talk about all the dope he used to do and how he used to wear make up in middle school.
2,i think i am going to dress up as a chippendale stripper.  i am going to oil myself up and go out in a thong. 
2,Subject:RE:well of course - it's GI Jane!  just kidding.  i'm not sure what i'm being yet.
2,Subject: RE: i doubt it.  i want to go party afterwards and dress up for halloween.  are you going as gi joe again?     
2,Subject:  RE:    are ya'll watching the game at woodrow's?        From: Matthew.Lenhart@enron.com [mailto:Matthew.Lenhart@enron.com << File: mailto:Matthew.Lenhart@enron.com >>  <<
2,Subject: RE:    i think we might go to the garden in the heights party or r&r for    halloween.  we are going to watch the game first.  let me know if you    hear
2,Subject:  RE:       i don't know about halloween yet.  let me know what is going on this       weekend.       i haven't heard anything yet.
2,are you going out this weekend?  i think you said you had a wedding to go to or something?     were you hurting on wednes morning?
2,i'm bout it 
2,Subject:Replay of MLK HolidayLets try to replay MLK day at Front Porch Sunday night.  Unfortunately it will probably be crowded since everyone has Memorial Day off.
2,how is your face doing?  is the swelling going down? 
2,that actually works out better for me.  i will meet you at mi luna at 7.  that is the place in the village correct?
2,you guys want to watch the game at woodrows tomorrow?  there will be some girls there and then we can get them to meet up with us at that garden in the heights party later that night.  plus we can be outside watching it.
2,i got them.  i left you a voice mail last night.  send me your address and i will mail them today. 
2,Subject:Tickets     Did you get the tickets from Tim?  Send me an e-mail or call me at     504-589-7585.
2,thank god.  i feel so much better.  i was worrying about it in the shower this morning.   thanks for letting me know. 
2,"Subject:RE:nothing.  just kidding.   by the way, that little situation you wereconcerned about last night is fine.   you told me to tell you so i'm just"
2,Subject: RE:what do you mean i am perverted?
2,"Subject:  RE:   whatever, you're the perverted old man."
2,Subject: RE:   you love it when i come over.  i satisfy your appetitie for lovin.
2,"Subject:  RE:      very funny.  whatever, you had plenty of covers.   if you're so      miserable"
2,"Subject: RE:      that isn't snoring, that is the sound of my teeth chattering b/c i"
2,"Subject:  RE:         how would you know, you always fall asleep in like 2 seconds.  you      are"
2,Subject: RE:         i am tired.  you snore.
2,you kept rolling back over and laying into me.  you are the one who said you wished i was dead.  you went crazy.  you were pissed all night.  you were venting on a soap box for about 2 hours. 
2,"Subject:RE:i was not going nuts.  i was trying to go to sleep and you kept bringing itup.  you're nice, but you have an attitude.  very cocky."
2,Subject: RE:i was being nice.  you kept starting it and then blaming it on me.  you
2,Subject:  RE:   you deserved it b/c you are a jerk.  you really need to start being   nicer.
2,Subject: RE:   you were letting me have it.  i deserved some of it b/c i made some bad
2," From: Hull, Bryan"
2,Subject:FW: A Picture is Worth a Thousand Words - cj_4903.jpg
2,i want to see what my market value is.  i don't know what is going to happen here.  if you want to do a happy hour let me know.  maybe tomorrow after work or something.  let me know if you are up for it. 
2,Subject:RE:i feel bad for you.  it must be stressful there. let me know if you want to relax with a good
2,"Subject: RE: i am going to stay here.  i am going to the ut/a&m game on fri.  i am just looking forward to hanging out and relaxing.  i need to get some sleep, relax and get my mind off of enron.  seems like it is day to day on whether"
2,Subject:  RE:    i'm probably going home wednesday night.  what about you--are you    staying here or going home?    
2,this situation reminds me of kids with imaginary friends.  what is your imaginary friend's name? 
2,Subject:RE:i got plenty of sleep.  my puppy is a perfect angel.  i am not sure if i amever going to let you see it since you don't believe me.  you should trust
2,Subject: RE:did you get any sleep last night with your new dog?  when do i get to see
2,"Subject:  RE:   no, i would win that bet, it is just annoying that you keep trying to   get"
2,Subject: RE:   why?  don't you think you would lose that bet?
2,Subject:  RE:      stop trying to get out of the dinner.
2,Subject: RE:      lets bet your dinner on it right now.  i think i might need to pay up
2,"Subject:  RE:         yeah i did, you're gonna love her."
2,"Subject: RE: Tonight - Front PorchCc: lisa.gillette@enron.com, eric.bass@enron.com, shanna.husser@enron.com, bryan.hull@enron.com, timothy.blanchard@enron.com, adriane.schultea@enron.com, justin.day@enron.com,"
2,i resent that too 
2,Subject:RE:why? it's true.  i resent the fact that you can't be honest with me
2,Subject: RE:i resent that last comment
2,"Subject:  RE:   exactly, see, worthless."
2,Subject: RE:   i am gonna buy you a bmw
2,"Subject:  RE:      whatever, from now on i just won't listen to anything you say.   i   will"
2,Subject: RE:      it is so easy b/c you get all worked up and you are not sure whether
2,Subject:  RE:         you love trying to get on my nerves don't you?
2,Subject: RE:         you have such a temper.
2,"Subject:  RE:            matt, it's cool.  i was just playing!"
2,Subject: RE:            just chill girl.
2,"Subject:  RE:               i'm not getting worked up, i was just typing a playful,         meaningless"
2,Subject: RE:               it isn't that big of a deal.  why don't you just relax about
2,"Subject:  RE:                  no, i'm not.  by the way, i broke down and told jenn   about"
2,Subject: RE:                  no.  you are so gullable.
2,"Subject:  RE:                     so, are you really ""hitting the strip clubs"" tonight?"
2,i just looked at the prices for flights to cayman and they run around $600.  this is going to cost over $1000.  start saving now. 
2,Subject:Re: Jen and Max!!!!I think we should dig up that slip that Matt Hersh gave to Max saying thathe might have been exposed to an STD and then get the photo of his cock in a
2,"Subject: Re: Jen and Max!!!!>Date: Wed, 9 May 2001 12:55:06 -0600>>What is this book thing. I will crack skulls! I'll wipe a booger on the"
2,"i will be here on fri night, but sat i am going to tim's engagement party.  i think i will be out on fri."
2, From: =09merlinm@uswest.net@ENRON [mailto:IMCEANOTES-merlinm+40uswest+2Enet=
2,"Subject: Fwd:MIME-Version: 1.0Content-Type: multipart/mixed; boundary=3D""0-420130107-989959616=3D:10216""X-Mozilla-Status2: 00000000"
2,"Subject: Fwd:To: Jared Quereau <jared.quereau@schwab.com>, Walsh <craig_walsh@hotmail.co=m>,  Walt <Waltrasic@aol.com>, Jarrett Winter <jwinter@siliconmt.com>,  Kev=in Zaloudek <sprouty5000@yahoo.com>"
2,"Subject:Date: Tue, 15 May 2001 10:18:40 -0500Message-ID: <000e01c0dd52$52a05570$73b48a80@buffvision.colorado.edu>MIME-Version: 1.0Content-Type: multipart/mixed;=09boundary=3D""----=3D_NextPart_000_000F_01C0="
2,the law student was the replacement b/c the real one was such a fuck up.  sorry i didn't call you guys back last  night.  i didn't get home until 8 and the sopranos was on.
2,i felt like a champ on sat
2,now i know you are lying.  yesterday the lie was about a poodle.  why can't you just be honest with me?  the lies and deceit hurt me erin.   
2,"Subject:RE:i didn't get a poodle, poodles are worthless dogs.  i got a chihuahua."
2,Subject: RE:what color is your poodle
2,"Subject:  RE:   ok, i will."
2,Subject: RE:   sweet.  you can start by picking up the tab at capital grill.
2,"Subject:  RE:      alright, not a problem.  i have lots of money to spend."
2,Subject: RE:      both
2,Subject:  RE:         pay for both of us or just me?
2,Subject: RE:         pay more than i want.  so from now on you need to pay when we go
2,"Subject:  RE:            the dog is a couple of months old.  so, are you going to pay   more"
2,Subject: RE:            i havent looked anymore.  i will look this weekend.   i think i
2,"Subject:  RE:               whatever, you don't have to believe me but i did get a dog         yesterday."
2,Subject: RE:               i don't believe you b/c i don't think you would not have had
2,Subject:  RE:                  why don't you believe me?  i am not lying!
2,Subject: RE:                  stop lying
2,Subject:  RE:                     she isn't imaginary.  her name is bailey.
2,we are meeting these people sunday morning at 10:30am to go to the golf tourney.  i will have to pick you up around 10 or you can meet me at my house at 10. 
2,"Subject:RE:whatever, you're the perverted old man."
2,Subject: RE:you love it when i come over.  i satisfy your appetitie for lovin.
2,"Subject:  RE:   very funny.  whatever, you had plenty of covers.   if you're so   miserable"
2,"Subject: RE:   that isn't snoring, that is the sound of my teeth chattering b/c i have"
2,"Subject:  RE:      how would you know, you always fall asleep in like 2 seconds.  you   are"
2,Subject: RE:      i am tired.  you snore.
2,Subject:  RE:         it's not going to zero.  you need to think more positively.
2,i think we are now going to r&r.  boone has free passes. 
2,Subject:RE:AWESOME!!!  i can't wait. 
2,Subject: RE: i think i am going to dress up as a chippendale stripper.  i am going to oil myself up and go out in a thong.     
2,Subject:  RE:    well of course - it's GI Jane!    just kidding.  i'm not sure what i'm being yet.    what are you dressing up as?
2,Subject: RE:    i doubt it.  i want to go party afterwards and dress up for halloween.    are    you going as gi joe again?
2,Subject:  RE:       are ya'll watching the game at woodrow's?              From: Matthew.Lenhart@enron.com [mailto:Matthew.Lenhart@enron.com << File: mailto:Matthew.Lenhart@enron.com >>  <<
2,Subject: RE:       i think we might go to the garden in the heights party or r&r for       halloween.  we are going to watch the game first.  let me know if you       hear
2,i am with ya dog 
2,yeah.  i had it picked out and everything.  i had to call the dealer and tell him i am not going to suprise you with it.  we can still go to dinner tomorrow night though. 
2,"Subject:RE:that's too bad.  so, does that mean i'm not getting my bmw from you anymore?"
2,Subject: RE:our stock is taking a bath.
2,Subject:  RE:    i was just about to email you.  why is it worthless?
2,Subject: RE:   my 401k is now worthless.  i have no money.
2,Subject:  RE:      how was portland
2,i am not joking.  it will just be temporary until i get back on my feet. 
2,Subject:RE:will you stop joking about that.  you are not going to be a waiter.
2,Subject: RE:i applied at house of pies last night.
2,"Subject:  RE:   so, why don't you start looking for a new job."
2,Subject: RE:   the stock is below $10 and the company might go bankrupt.
2,Subject:  RE:      no it's not.  don't be so negative.
2,Subject: RE:      looks like becoming a waiter is a better possibility every day.
2,"Subject:  RE:         whatever, you're the perverted old man."
2,Subject: RE:         you love it when i come over.  i satisfy your appetitie for lovin.
2,"Subject:  RE:            very funny.  whatever, you had plenty of covers.   if you're so            miserable"
2,"Subject: RE:            that isn't snoring, that is the sound of my teeth chattering"
2,"i might go out.  i don't think that i am dressing up.  are you going out?  i would be up for going out, but i have nothing to dress up in.   "
2,"Subject:RE:what are you doing tonight?  are you dressing up? This message (including any attachments) contains confidential information intended for a specific individual and purpose, and is protected by law.  If you are not the intended recipient, you should delete this message.  Any disclosure, copying, or distribution of this message, or the taking of any action based on it, is strictly prohibited."
2,"i don't remember half of that night, but i do remember you in the bathroom.  sierra is fun on wednesdays isn't it?"
2,"daily dose on enron - we are finished.  i need to now get a job at house of pies b/c that is the only way to pay the bills.  the economy is down and when enron collapses, the energy industry is going to be in a world of hurt.  not to mention the market is going to be flooded with enron folks.  can't go to anymore lsu games unless i get a free ticket."
2,"Subject:Daily DoseSince work has gone to hell, I am hoping to find some excitement in the possibility that LSU may play in the Cotton Bowl (if Rohan ""Alabama"" Davey shows up forthe next 3 games.)  However, do not purchase tickets until it is a done deal - a lesson I learned following the Ark game last season."
2,i got your message but i need to work 
2,give me a call from dc when you get a chance.love matt
2,don't be fucking stupid.  i wouldn't do it straight up when i could get points. 
2,Subject:UT - ColoradoLet's put a C Note on the UT Colorado game straight up.
2,"---------------------- Forwarded by Matthew Lenhart/HOU/ECT on 04/16/2001 09:13 AM ---------------------------""SoRelle, Andrea L"" <ASoRelle@h-s.com> on 04/13/2001 11:05:07 AM"
2, 
2,Subject: FW: Texas Monthly November 2001: How Enron Blew It
2,Subject: FW: Texas Monthly November 2001: How Enron Blew It
2,Subject: FW: Texas Monthly November 2001: How Enron Blew It
2,Subject: FW: Texas Monthly November 2001: How Enron Blew It
2,Subject: FW: Texas Monthly November 2001: How Enron Blew It
2,745 sucks.  we will hit it sat night.
2,"---------------------- Forwarded by Matthew Lenhart/HOU/ECT on 05/07/2001 04:35 PM ---------------------------""Ryan Lee"" <ralee@rmi.net> on 05/07/2001 05:18:02 PM"
2,Subject:Fw: ebonicsBitch betta recognize!
2,Subject: FW: ebonics 
2,"b/c i want you to understand when i am out of money, but if you owe me dinner and are out of money i cant understand. "
2,Subject:RE:how is there a double standard?
2,Subject: RE:there is a double standard here so i can't understand
2,"Subject:  RE:   i do understand your situation, but you should understand mine too."
2,Subject: RE:   probably not.  i think you should understand my situation.
2,"Subject:  RE:      how convenient.  actually, i don't really have any money either,   maybe"
2,Subject: RE:      yeah.  i had it picked out and everything.  i had to call the dealer
2,"Subject:  RE:         that's too bad.  so, does that mean i'm not getting my bmw from   you"
2,Subject: RE:         our stock is taking a bath.
2,yeah bra 
2,"Subject:RE:I'm using both of mine.....unless Becky decides not to come in. If Boone isusing his other one, then I'd buy one if I were you."
2,Subject:are you guys using all your tickets?  i can buy one today if you guysare using yours.  probably a good idea for me to buy it anyway.  i think
2,she is waiting to see if she can get financing. 
2,Subject:RE: weekendDid you close?
2,Subject: RE: weekendi am going to stay in.  i need to find a house.
2,i am not fighting with you at all.  you are just grilling me.  you are an angry person. 
2,"Subject:RE:whatever, i did not flip out.  i remember everything.  stop fighting withme."
2,Subject: RE:i was sober and i remember how it went down.  i said one rude thing in the
2,"Subject:  RE:   no, that's wrong.  you just kept saying one rude thing after another   which"
2,"Subject: RE:    only one thing i said was rude, which i apologized for, and you"
2,Subject:  RE:      i only rolled back over once.  i said i was sorry for saying i wished      you
2,Subject: RE:      you kept rolling back over and laying into me.  you are the one who
2,Subject:  RE:         i was not going nuts.  i was trying to go to sleep and you kept      bringing
2,what time are you going to get into town?
2,you did not 
2,"Subject:RE:no, i got a poodle.  go to hell.  chihuahuas are cool."
2,Subject: RE:did you get a lil' chihuahua?  i hate those things.
2,Subject:  RE:   i went during lunch.
2,i have a type and she fits it.  you obviously didn't know who she was.  so is your boss going to make you take out her son? 
2,"Subject:RE: Replay of MLK Holidaywhat, did you not mean to cc: me on that?"
2,Subject:RE: Replay of MLK Holidaynevermind.  so why didn't you think that girl was the type i go for last night?  how was the game?
2,Subject:RE: Replay of MLK Holidaywhat??
2,Subject:RE: Replay of MLK Holidayluis - you love heating oil
2,Subject:RE: Replay of MLK Holidayno fear---lets just hope my liver can take it after fri and sat night
2,Subject:RE: Replay of MLK Holidayi'm bout it
2,Subject:Replay of MLK HolidayLets try to replay MLK day at Front Porch Sunday night.  Unfortunately it will probably be crowded since everyone has Memorial Day off.
2,i saw it on the caller id the next day.   
2,"Subject:RE:i don't know, i don't remember calling you at 4."
2,Subject: RE:i saw that you guys called around 4am.  partying huh?  what were you guys
2,"Subject:  RE:   i never thought you were coming over, we were just messing with you."
2,"Subject: RE:   sorry i didn't make it over sat, i passed out.  how was sat?"
2,"Subject:  RE:      nice, i'm sure you will.  i'll be sure not to answer my phone."
2,Subject: RE:      yeah.  i am going to a dinner at pappas steakhouse and then going to
2,"Subject:  RE:         i know, i am out of control. are you going out?"
